,index,part,Annotations,Percent
202,6880,"This was a convenient and fairly priced place to stay in San Diego. We were 20 minutes to Sea World and downtown. Friends who stayed downtown had to pay 50 per night for parking. We never had a chance to use the courtyard pool but we appreciated the pastry, egg, sausage, cereal, and waffle breakfast options. Perfect for us that they start serving at 6am. Room was clean and everything was in working order. Beds were a bit on the firm side. WiFi didn't work with the password we were given. Our main goal was a safe clean place in San Diego with breakfast within a budget and this Best Western checked tho",0,0.3996050032916392
203,1592,"We stayed for seven days, as the basis for a holiday in San Francisco, with several trips around the Bay Area. For our purposes, it was the perfect hotel.It was booked via our travel agent, and when I afterwards saw previous Tripadvisor reviews, I was quite concerned. However, I'm really glad we weren't put off by them.It's clearly quite an old hotel, and we were staying in one of the motel-style rooms in the main part of the hotel. As Brits on holiday for the first time in America, it felt like lovely quaint Americana. The fittings and furniture were clearly new a good few decades ago, but everything was functional and clean. The staff were helpful and polite. The location is great for public transport - just a few minutes' walk to Market Street, and then you're right next to MUNI stops, and the Civic Center BART station, so travel around the city and beyond is very convenient.It's a very limited breakfast (but that's advertised), and a great bonus is that it's right next door to Sightglass - a lovely coffee roastery and coffee bar, if you want a good coffee to start the day. You're also right around the corner from two excellent craft beer bars - City Beer Store, and Cellarmaker.Being in the South of Market area (SOMA), you do feel you need your wits about you if out after dark, but it's the same in any city really.Overall, if you want a stylish hotel with modern fittings, this isn't it. But we wanted a budget hotel in the centre of the city for a holiday, and it was perfect for us.",1,1.0
204,8914,"Stayed here for a romantic long weekend. This hotel was much nicer than we expected for the price. The rooms are updated and pretty spacious considering the age of the building. The street was nice and quiet at night. Not as noisy as the quarter, but all the fun of the quarter is only a short walk away. The St. Charles street car line is two blocks away providing acce",1,0.7991360691144709
205,6589,"Great Facility - loved it - hope to repeat. It would be even better if staff are able to help more with general questions- but I suppose you have the internet. So you can look up. Good clean facility - if you are traveling with family and limit eating outDear suvhasis, thank you so much for choosing us, we are glad you enjoyed your stay. We are in the process of hiring a concierge manager in order to have a person dedicated to help with general questions for the client.",1,1.0
206,8889,"Had a great stay!!! The only downside to this hotel is the parking, but to be in the city and by the French Quarter, there is not parking, so this is how it has to be. But they had the car ready very quickly so not that big a deal. Loved the charm of the building.Dear egisclair,Thank f",1,0.3994413407821229
207,3689,"If you're looking for a clean bed and micro and refrigerator, this is the place for you. It doesn't have much going for it as far as location or decor. In fact, if you want coffee, th",1,0.5980392156862745
208,1225,"For the money, this is a great hotel. It's not for you if you want a spacious room, but it is if location and price is important. It is close to Michigan Ave, the L, State St. shopping and River North. The room was very...More",2,1.0
209,8542,"Stayed at Comfort Inn for 2 weeks. Clean hotel with helpful staff. Room cleaned every day, plenty towel changes. Breakfast is complimentary with a selection for all does get repetitive but all hot and clean. If you are wanting a full English then go for one on I-drive. (free breakfast saves you time and money to get to parks quicker)Many reviews say no-where to sit, however we always found space and we were a family party of 8. If it was very busy they opened the side room.Taxi's - order from reception only use trusted companies.Free Shuttle - Universal and Islands of adventure-Take earlier bus from Hotel 7.55am this will ensure you make the most of your day at Universal. We got on all major attractions early morning and this enabled us to relax, stroll around to take the rest in.Disney Shuttle - Only one bus going for 10.35am (Disney parks are the busiest) this bus is ok for Epcot, Animal kingdom and water parks and late starts for evening shows, however for early starts use public buses on I-drive. Bus 8 The Lynx (make sure paw print is on bus stop) will take you to sea harbour drive from here take The Lynx bus 50 to ticket transportation then free shuttle to any Disney park. Magical Kingdom is a definite early starter. Free shuttle from Disney x3 check times. We got the 11.45pm one from magical kingdom which was a very good service for watching the shows. *this is the last bus and is only on if magic k is open until 11pm.SeaWorld and Aquatic we used I-trolley 2 dollars pp and 1 dollar per child.To get the free shuttle to busch gardens book at reception an",1,0.5997728133282847
210,3211,"We needed an inexpensive place to stay for a High School fishing tournament at Lake Guntersville, clean, nice, place. We visited in April so the pool was not opened. Boat parking was limited not because there was not enough but other patrons parked so it limited others, however the management team was great at having alternate power locations for charging... More",1,1.0
211,1798,"I have stayed at this hotel before without any problems. I am a Marriott Platinum member, so I always get placed on the Concierge floor. This time the hotel checked me into Room 420 on the top floor. When it was time to go to bed, I found the bed to be HARD AS A ROCK. I was used to the luxurious Marriott Beds (they sell the mattresses), but this thing was impossible. It was late and I ended up sleeping on the Duvet Cover for some padding. When I reported this they said they would take care of it. The next day after work (after getting little sleep the night before), I tested the bed. Another very thin pad had been placed on the bed. I had had it. I called the Manager to come to the room and housekeeping. The housekeeper was fantastic. She knew just want to do. While she was padding my mattress I noticed something unusual. The tag on the mattress said Beauty Rest, Custom Made for Hyatt Hotels. This particular hotel had not been a Hyatt since 2003!! (And who knows how long the mattress had been there, so it was AT LEAST 10 years old). The manager explained he was sorry but that they had budgeted for new mattresses. COME ON. This hotel charges Michigan Avenue rates and is NOT close to downtown. I could not believe it. On the positive side, ",1,0.6
212,1652,"I stayed at this hotel because we were going to an event at Philips Arena. I would not hesitate again to stay at this hotel. The staff was VERY friendly, helpful and knowledgeable of the area.10 parking fee is the only negative but our car was safe (over all)...We were within walking distance of several places to eat and this is a fine place. There are NICER places but for the value, it was great.Other rooms during this weekend were 130 and up and I got ours for 80wingslogo84,Thank you for your review. I'm glad to read that you enjoyed your stay. We hope to see you again when you next travel to Atlanta. Since your stay, we have been actively working to improve our services, responsiveness, and the functionality of our products to ensure things are operating as they should. We have been updating and upgrading our rooms and the general appearance of our property. I hope you have safe travels in the future. Sincerely,Enoch D.",1,1.0
213,7680,This motel should be condemned it is the nastiest motel i have ever had the dissatisfaction of staying in. I was given room 11 it smelled like pee and stagnant beer and it was filthy with pubic hair in the sink and floor there was cockroach and hatched egg sacks on the edges of the walls. I tried to use... More,1,1.0
214,6548,"My friend said he liked the charm and age of our room. Said it reminded him of a European hotel.Okay so it's 88 outside and same inside! Why two reasons One Ac is off! Two AC is clogged, and my friend mentions that it's a model from the 1970's!He had to find a way to open the front of Ac, then I took the screen and turned on the tub to wash it out. Which clogged the drain at 1st, I never knew a screen could hold so much dirt, this thing probably hadn't been cleaned for years! They need to get 2014 Acs. Other than the front lobby which was nice and cold the rest of hotel was broiling. The hall way reminded me of the place I live where its hard to breathe! Just terrible!I was thinking of giving this place a 3 but due to their low handed trickery I went with a 2 instead.The bed was hard as a board! I'm surprised I even slept. I woke up with a kink in my neck.Thankfully we did not come across anything bad that I read about...While I did see some care taken to the room, I feel the managers wishes are pie in the sky as far as improvements 2014 or 2016 etc. The bed was just horrible.Now my friend did mention something I thought was cute we got a double room with individual bathrooms, Both had big closets too. It seemed so same sex like both of these touches.The rainbow flag flew outside this hotel.My favorite thing is the tv was nice we had a 40 in Samsung. I bought a LG for my apt 2 yrs ago. Samsung actually looks a slight bit crisper or its newerLocation is what you pay for here! Although on their room key they have an ad for Domino's, walk down North Broadway and get real Chicago style pizza that was yummy from Renaldi's After Dark 2831 N Broadway StChicago, Illinois 60657 . I had the last piece of our large pie for lunch yesterday. I could only eat 3 slices it was so big, and the crust so thick.!I'm glad I gave Renaldi's pizza a try, I go to Aldi's t",2,0.3999574286930609
215,3689,"If you're looking for a clean bed and micro and refrigerator, this is the place for you. It doesn't have much going for it as far as location or decor. In fact, if you want coffee, they send you across the street to the Circle K! The price was reasonable for what we got and it was pet friendly. It... More",1,1.0
216,57,"Super friendly and accommodating staff. Staff bent over backwards to assure we had a great stay. Always ice cold water, news papers and vacatio",1,0.2
217,8538,We stayed here for 4 nights while going to Universal and Sea World. Hotel is close to both places. Large clean rooms with comfortable beds. Pleasant and friendly staff. Great free breakfast with lots of choices. Free internet and ni,1,0.4
218,4701,"My stay was better than expected. It was unusual that check-in is on the top floor, but it didnt bother me (although the wait for the elevator can be a bit slow). I agree with one reviewer who commented that the hotel was a little confused on their design. The top floor (as pictured on their website) has a very nice contemporary feel a really good first impression. However, when I arrived on the 14th floor where my room was located, it felt like Gumbys grandma wa",1,0.19991438356164384
219,3120,"very nice location, close to Hwy1 very short car ride to the beach good breakfast, usual for any comfort inn hotel has elevators",1,0.5981308411214953
220,4618,"Traveling through, never been to Lincoln NE before, got on Trip Advisor to find a clean and inexpensive place to spend the night. Clean, friendly, good size room, perfect so far. J",1,0.7964601769911505
221,5354,"Cannot recommend this place enough. Great location, close to Sylva and Culhowee, friendly helpful staff, beautiful location on the River with a deck and chairs to enjoy it. Newly () renovated, clean, etc., etc.",1,1.0
222,4648,"While an older hotel, it has some charm to it. The rooms are large and comfortable. The beds give a good nights sleep. The staff is friendly and knowledgeable. The coffee shop is decently priced and has a nice outdoor patio. The negatives aren't too bad. One elevator, not a long wait. Could use a coat of paint and a little polish here and there. Maybe a little updating would help. On the brighter side, no pun intended, I always look for the brightness of the room and the available sockets to plug in our electronics. The rooms have more than adequate light and the lamps/light fixtures each have outlets for plugins. They are part of Virginia Mason hospital and Medical Center. This was very convenient for us and close to downtown. FREE WI-FI!Hi Traveler - Thank you for your comments. Yes we are the historic, quaint and comfortable hotel choice for you in Seattle. We hope to welcome you again on your next visit to Seattle. Safe travels!",1,1.0
223,2954,We came here with our son and his girlfriend. We had a fantastic,1,0.2
224,7759,"The hotel is well located in the upcoming area of South Lake Union. If you have business with Amazon or the rising tech companies in the Seattle area, this hotel is perfectly located. Lake Union is also a nice place with sailing available on the lake, walking/running, and biking loop around the lake. The hotel is directly across from the lake. You can also easily walk to nearly anywhere in the city if you are up to it or its a couple of dollar Uber ride to downtown, Belltown, or Capitol Hill. You can also take a direct bus across the street from the hotel to Ballard or Fremont. The hotel itself is fairly typical of this brand, nothing special but clean and nice. Easy to get breakfast in the morning (not included) from the breakfast bar and they have hot food as well as the standard items. Cottage cheese ceilings tell us this place is ready for a remodel. Ask for a room on the Lake Union side to enjoy a beautiful view of the lake and the seaplane terminal.",1,1.0
225,7319,The staff are friendly and attentive. I wanted a small boutique hotel with personality and this did it for me. The beds and pillows were comfortable we drank ourselves too much coffee and tea with our Nescaf maker hot pot.,1,1.0
226,5826,I'd like to start on a positive. The location was great! 3 blocks from Bourbon St. ,1,0.19904076738609114
227,8644,"My husband and I stayed at the Hampton Inn on Cockrell Hill Road in Dallas for 5 nights in a King suite. Our room was very spacious, very clean, and very",1,0.6
228,6105,"We stayed at the Best Western Mission Bay for vacation. Breakfast was great, rooms were clean, the noise level outside was a little loud and the door didn't muffle the noise well. Overall a good value motel.Good Evening,Thank you for completing the survey regarding your recent stay a",1,0.398876404494382
229,9296,"ed here more than once and when I arrived I am always acknowledged by my name. From the time I was greeted at the font desk by jovial, sweet and friendly Monique I am always glad to get to my room after a long trip where being a Hilton Honors member really pays. Michael is wonderful. I swear he can do 8 things at once! He has helped me with the computer at late hours when I couldn't figure out how to print/fax, etc.My most recent stay I lost my Samsung Fit. I didn't know if I lost it in the hall, or where. I looked everywhere and housekeeping helped me also. They know my phone number and I let them know that I lost it last week. I received a phone call from Michael that Shaunta found it and they actually have an HONEST staff that called and e mailed me to let me know. What a refreshing experience. Shaunte found it and Karen (who is awesome) wanted to know w",1,0.5997239475500346
230,4941,"The Hilton Garden Inn is conveniently located about 2 miles from the Orlando Airport. I decided to use this hotel since I had to spend the week working at a facility right next to the airport. Check in was quick and easy and since I was a Hilton Honors member, I was offered to have points added to my account in lieu of breakfast. This was the first time, a Hilton employee has ever asked me this question during check in (thumbs up!). Room was nice and clean and also very quiet (the two things I value the most). This Garden Inn is also located within walking distance to a pharmacy and lots of restaurants, which is a plus for any out of town guests that do not have a vehicle. The only somewhat negative experience was when I asked about larger room availability, as I plan to come back to Orlando in a month with the family. The employee did not sound very interested in trying to assist me with room information and rates, so I guess, I will find another hotel in the area for that trip. In all, while I plan to use another hotel during my next trip to Orlando, I would still recommend this Hilton Garden inn to any business travelers in the area.Dear guest Dansladen:Your effort and time in sharing your comments surrounding your experiences during your last stay is most appreciated and something we take very seriously. Please accept my sincere apologies for any aggravation or inconvenience you may have experienced during your visit.We are constantly monitoring the performance of our team member to make sure our valuable guests as yourself is welcome with an efficient and pleasant front desk procedure that provides the accommodations and service you expect. We want our guests to be met with a well-trained staff that puts guest comfort and satisfaction before everything else. I am sorry if this was not your experience. I cannot agree more with you in the matter that it was poorly handle by our associate and I can assure you that this incident will be address to all associates to avoid this for happening again.Once again, please accept my most sincere apologies and I cannot thank you enough for expressing your concerns I hope that you can give us the chance and contact me directly to proof to you how serious we take this issues and how important you are for us. We value you as a guest, and I do want you to know that your concerns are our concerns!. Sincerely,Alex Blanco",1,1.0
231,6412,Arrived about 9:30am on Thursday 4-30-15 for Jazz Fest weekend pulled into parking garage bellman and parking attendant handled everything we just waited for them to gather everything walked to the desk handed keys to room to our surprise room ready at 9:30am WONDERFUL!!!! Let's get,1,0.19943622269203665
232,8685,We stay at Hampton Inn's often as they are usually decent and affordable. This was our worst experience by far. The room was not clean with visibly dirty pillow cases/sheets and a bath tub that would not dr,1,0.1996124031007752
233,1699,This hotel was the perfect location for us. We were directly across from Disneyland and could either walk or take the bus which had a stop directly in front of the hotel. The room was large and roomy with a refrigerator and microwave. We used the hot tub several nights and could see the fireworks. We also had easy access to the Interstate to sight see in Los Angeles and Santa Monica. I would definitely,0,0.6
234,3846,"We have been staying in Econo Lodge's, and they have just been slacking lately! We tried Quality Inn and was so happy that we did!! Very clean, great breakfast, free WiFi. The staff was very nice! We got a wonderful nights sleep.",1,1.0
235,2232,"The best part of our visit was dealing with Tim at the front desk. Our travel agent had screwed up our reservation and Tim took care of us like a pro. There were 3 of us traveling together and we had three rooms, every time we needed something we knew Tim was the person to see. H",1,0.5982905982905983
236,1699,This hotel was the perfect location for us. We were directly across from Disneyland and could either walk or take the bus which had a s,1,0.2
237,9091,"This hotel is an average hotel geared towards the business traveler. I have stayed hear multiple times for work, most recently, the last two",1,0.39886039886039887
238,9808,"This was my first stay at the Conrad in Chicago and I couldn't be more pleased with the experience. My room was very luxurious and high tech. The lights, shades and blackout curtains were all controlled with the push of a button, as was the room privacy indicator. The room was beautiful with its high end floors, counters and walk-in shower. It also had LOTS of closet space for my clothes and other necessities and was furnished with a bathrobe, slippers and an umbrella. I can't say enough how much I enjoyed my",1,0.5997666277712952
239,5064,We stayed in Cabin 8....we totally enjoyed it. The cab,1,0.2
240,1191,"The Hilton Hotel is located very close to all major shopping in the Concord area. The hotel itself is a nice example of a Hilton hotel, and the staff and rooms reflect that level of service. Expect to be taken care of well.",1,1.0
241,1060,My 2 Freinds and I had tickets to see the Who on a Saturday night down in St. Louis and needed a room in order to not travel back to central Illinois after the show. Now on a,1,0.5979381443298969
242,637,"Used up the last of my Hyatt Gold Points for a mini Sta-Cation at the local Grand Hyatt. It was a very choice. I paid for an upgrade to a corner suite, with a view... Of more buildings Not sure I needed to see more of the buildings.Five stars for me on this!Overall, and very nice hotel, very clean, well appointed rooms, plus the corner suites",1,0.4
243,403,"Stayed for a long weekend. This place is great. It is steps from the cable car turn around, great shopping, and excellent restaurants!! We had a little suite with a separate sitting room and a pull out couch. We faced inside and it was quiet!! Hotel staff was all so nice and always asking if you needed anything. Quick with extra to",1,0.3997599039615846
244,1798,"I have stayed at this hotel before without any problems. I am a Marriott Platinum member, so I always get placed on the Concierge floor. This time the hotel checked me into Room 420 on the top floor. When it was time to go to bed, I found the bed to be HARD AS A ROCK. I was used to the luxurious Marriott Beds (they sell the mattresses), but this thing was impossible. It was late and I ended up sleeping on the Duvet ",1,0.2
245,3743,We spent four nights at the Columbus Motor Inn. The front desk personne,1,0.199438202247191
246,2000,"If you're looking for a vacation on the beach, I recommend this hotel. Gated underground parking (10/day), friendly front desk staff, 1 minute walk from your room to the beach. Right on the boardwalk, so whether you're looking for ice cream and a hotdog or a sit-down dinner after a day at the beach, it's all within walking distance. Forgot sunscreen, sunglasses, etc There are shops right on the board walk for that. Forgot toiletries, etc There's a CVS right behind the hotel. While the decor wasn't fancy, the hotel was always clean. The bathrooms were updated: walk-in, glass-doored, tiled showers and very large vanities, plenty of room for a family to spread out. Beds were so-so soft but not the most comfortable. If you're willing to pay premium, stay in the ocean-front rooms. We loved sitting on the balcony at night, people-watching and listening to the waves. You can hear the waves from the rooms with the sliding glass doors or windows open, but it's actually very quiet with them closed. We did stay on the north-end of the hotel, so I can't speak for the south-end where there are some restaurants/bars right next door that get loud at night/on weekends.You can also walk pretty much anywhere in Pacific Beach from here shopping, restaurants, etc. I recommend The Mission (in Mission Beach) and Leilani's Cafe for breakfast. Each is about a 15-20 mins walk from the hotel.Overall, happy with our stay, and we would stay again!Thank you for taking the time",1,0.799565453557849
247,1570,"How lovely to finally find our hotel and discover the sign reads the NARCH HOTEL!, thankfully it didnt live up to its accidently given name! The reception staff were polite, if a little unapproachable, we had to discover all the facilities of the hotel by roaming around....only after 5 daysof braving the homeless people to use the phone in the street, did we discover the payphone and vending machines. They could really use a map of the hotel, or at least show you the facillities on arrival. Our room was comfy and clean, the bed was a brilliant size and so nice to crawl into after scaling the hills all d",1,0.3994760969220694
248,5547,This was my 2nd stay at the Larkspur Landing and they have definitely improved tremendously. We were very pleased with our room which was the suite. We were not by the highway this time and we had the most peaceful rest during our entire stay. The complimentary breakfast was as good as free will get you but they had a... More,1,1.0
249,4104,I was traveling by myself a,1,0.19852941176470587
250,9799,"From the very cool top floor lobby and bar to one of the most comfortable rooms weve ever had, this was 5 star. The bed was great and TV excellent. The location cant be much better. The rooftop bar wasnt open yet.....but ",1,0.3996383363471971
251,7664,We travel across country a couple times per year. We always stay here. The people are helpful AND they are pet friendly and very friendly and accommodating. It is an easy off and on from I40. We will definitely be staying here again.,1,1.0
252,8829,"I stayed here a year ago and loved it. I plan on staying again this summer too. The parking fee is high but is all over New Orleans in the Quarter. Very friendly and helpful desk staff. The room is old NOLA style but comfortable. The location is great, walking distance to most things in the Quarter. Close to WWII museum which I highly recommend as well. Only breakfast is coffee and croissant but I was going to get beignets anywayDear HeatherJ144,Thank you for taking the time to leave feedback out your stay and time here at the St. James Hotel. Thank you for you",1,0.7997179125528914
253,1684,"We stayed here for one night after driving up from the Tampa airport to Orlando area to meet family that has already arrived. I found an amazing rate (under 100 total bill!) and it made the decision to stay here easy. The hotel is at Exit 55, right off of I-4 at US-27, about 7-12 miles from the I-4 Disney... More",1,1.0
254,2800,Spent 3 nights in the Garden Cottage with wife and two college age kids. Rooms was VERY nice and comfortable for the four of us. The common areas were extremely clean and the view from observation deck thingy was truly amazi,2,0.2
255,3559,"Great hotel! Really terrific place! Worth your time and money. Unique setting at the Pearl Brewery complex. Wide variety of food and drink options. Avoid the RiverWalk, ",1,0.7971698113207547
256,510,"We booked through Orbitz, which included a 'non-refundable' policy. We asked to reschedule (not cancel) due to a death in the family. Vertigo denied the request via Orbitz. We were disappointed that Vertigo couldnt afford more flexibility. Consider booking elsewhere if life might happen.Hi Mark N,I'm disappointed and sad to hear that Orbitz did",1,0.3990772779700115
257,9313,"My family and I stayed at this hotel for 3 nights and had a wonderful stay. Our trip started off with the lady who picked us up at the airport, she kind and courteous. Our room was clean and well maintained for the entire stay. Each morning we ate breakfast downstairs. The breakfast bar had options that would satisfy the pickiest of eaters. The front desk associates were very helpful in explaining how to use area public transportation. This hotel is close to the SEPTA train station and bus stop. When we return to Philadelphia we will stay at this hotel.",1,1.0
258,9244,"The Staff here is great(Christopher, Faith, John, Sheneke Jessica) ! everyone is so helpful and nice. Sheneke made me some cookies and I have become the biggest Fairfield Fan. The location is great. We were able to get to any place easily. Sheneke told us where we could find the best cheese steak is Philly. We could not be any more happy with our stay here. when i first called Chris at the front desk got our info and had us booked in our room in about 5 minutes.Hi!Thank you so much for your feed",1,0.5995203836930456
259,7641,"It was a terrible experience, could not tak",1,0.1963470319634703
260,6629,Within 10 minutes of collecting a rental car at San Diego International Airport we had arrived at this hotel. Friendly and efficient staff. Room not huge but well equipped wi,1,0.6
261,5376,"This was conveniently located near all the sights. The rooms were clean comfortable. Like many hotels of this era it could use some updating for more outlets for electronics. An outlet at the nightstands would be helpful for using your laptop on the bed. This could be easily remedied with a light fixture w/ an outlet in itDear arlynnh543,Thank you for taking the time to write a review for our Property Best Western Cabrillo Garden Inn. We value your comments and suggestions for us to know where we fall short and it gives us the opportunity to improve and provide an excellent service.Again, thank you and hope to see you on your next visit to San Diego.Best!YChen",1,1.0
262,548,This hotel was very clean and nicely decorated. The shower in the King size room was great. The only bad thing I can ,1,0.3979591836734694
263,1692,"We stayed here for three nights while visiting Disneyland. We had two rooms, one standard (for the in-laws) and one suite. We booked the suite in order to have a separate sleeping room for the kids. The extra room, however, was very small (just enough room to unfold the bed) and couldn't be used for much more than sleeping (it had no TV). Strangely, the extra room also lacked any heat (it only had a cooling unit). We were in Anaheim during a cold spell in January so this was problematic but didn't ruin our stay.The standard room seemed a bit more updated than the suite but, aside from some peeling paint, both rooms were clean and comfortable. The hot breakfast was perfect (selection included belgian waffles, eggs, sausages, toast, pastries, cold cereal, yogurt, fresh fruit) but, as has been noted by other reviews, the seating area is woefully inadequate. Fortuntately, we weren't there during a busy time so the lack of room was more of a nuisance than anything else.I estimated the walk to Disneyland front gates to be about a mile. For us, it took 15 to 20 minutes, which was what we expected.Service was friendly and attentive. All in, given the price, we thought the value was excellent and would stay here again.Thank you for sharing your thoughts on your recent stay with us. I am checking into the issue you had with no heat in the suites extra room. I am also having the bathrooms repainted as we speak. I will speak to our staff again about reporting any issues about the rooms to me. Thank you for bringing these issues to my attention. I assure you that they will be fixed by your next visit.",1,1.0
264,831,We stayed at this hotel for 3 days prior to taking a cruise.This hotel is in a great location-within walking distance of the French Quarter and the Riverwalk.Our room was large and very,1,0.2
265,9686,"I stayed here back in February. Didn't have the greatest stay. My comments can be found in a previous review. After all was said and done the first time, the GM sent me 2 free night vouchers to use at any Residence Inn in the country. That was all well and good and I thought I was done with my bad stay. But those vouchers came back to haunt me as I went to use them in St Louis and I was told that marriott had stopped using those 2 years ago and they were no g",1,0.3994823123382226
266,6509,"We stayed two nights at the Francisco recently and everything turned out very well. The location is supurb -- walking distance to Fisherman's Wharf, Lombard St. hill and the colorful Russian Hill neighborhood. Parking was tight but available, which was s",1,0.4
267,7494,the hotel has easy access to highway and interstate without being to close the room itself has beautiful views of mountains. the cost is great on the wallet without cheaping out on quality of room. The rooms are very nicely decorated and comfrontable. It is...MoreWe appreciate your comments. I',1,0.5983772819472617
268,1236,This is a lovely hotel next to the Chicago River and two blocks from Michigan Ave. The staff were incredibly helpful. The room was not large but was very comfortable. We stayed in the Clubqu,1,0.5993690851735016
269,7845,"Hyatt House Seattle, provided a pack n' play crib and a high chair, perfect for our one and half year old. The location is directly across from the Seattle where there is a playground, the Space Needle, Science Center and a myriad of things for kdis to explore. Bonus was that it is also next door to the Mono",1,0.3992248062015504
270,4976,"Staff members repeatedly entered my moms room late at night (there was no door latch) without her permission and invaded her privacy. The building manager was apologetic and offered a 15 discount. My mom was assured that senior management would contact her, and no one has. My room smelled of mildew and the bathroom was dingy. The shower dropped all night and kept me awake.",1,1.0
271,4574,"We were here for a boys volleyball tournament. The lobby was finishing renovations and when done will be really nice, modern, airy and",1,0.39880952380952384
272,2065,"This hotel was a blessing to our family. The rooms were clean, the beds were comfortable and the breakfast amazing. The staff was kind, and helpful. We would definitely stay here again and my 20 year old didn't want to leave .. he came up talking about how wonderful the breakfast staff was, particularly Amy.. if a 20 year old mentions it .. you know you need to stay at this hotel!Thank you for providing us with your feedback! It's great to hear that you enjoyed your time with us and that our property was perfect for your needs. We're glad that you and your 2o year o",0,0.7988826815642458
273,266,Everything was excellent will definitely be going back soon the quality was great and the staff were very helpful and made everything easy for my family and I as soon as we got,1,0.39909297052154197
274,103,"My husband has business here and I tagged along. What a fantastic hotel. The service is impeccable. When we checked in I had bruised my wrist, frea",1,0.1994572591587517
275,2373,"Before you read: This hotel is so bad, that I had to create ",1,0.1986754966887417
276,4401,"The staff were exceptionally helpful and polite. When I didn't have access to my phone charger, the manager offered to retrieve the one from her car for me to use. Above and be",1,0.39819004524886875
277,8215,"The hotel is in an ideal location. South of river, so easy to catch Boat tours. 3 blocks from Millenium park. Hotel is a nice large efficiency, comfortable beds. The free breakfast is adequate and fine, plenty of seating, free paper in front of hotel door in morning. Nice touch.The concierge services were outstanding. I dealt with two people, one at check in and check out, The other early in the morning. I had tons of questions about restaurants, how far things are, how to get back home, help logging into my IPad, the list was endless. Friendly and helpful and patient. Thank you so much, you really took some of the anxiety away.Thank you for your kind compliments on the staff service. Our staff will be delighted to hear they were able to make your trip less stressful. When you are next in Chicago, we would be honored to welcome you back.With Warm Regards,Natalie Furka-PadgettGeneral Manager",1,1.0
278,3369,"We stayed three nights here and really enjoyed our stay. We did a mini suite and were very happy with it and with the friendly staff. Good continental breakfast, clean rooms, helpful staff, comfortable beds, felt safe...everything I look for!Dear Carol P, Thank you so much for choosing to stay at our little hotel for your visit to San Diego. Our mini suite is a great room, with the king size bed, sofa sleeper, microwave and fridge, it's both spacious and comfortable, perfect for longer stays. And we're so glad you were able to enjoy our extended cont",1,0.5997842502696872
279,2204,"I booked this place in March to attend the College World Series held in Omaha in June. I am a Platinum member of the Choice Privileges chain. I booked a non-smoking, handicap accessible room, with a king bed for June 16,- June 26, 2014. I was in receipt of the guarantee for the room. The day prior to me getting... More",2,1.0
280,374,I came in for a wedding and wanted to be in the heart of it all. It is a beautiful place and I shall return. The hotel was pricey for the amount of space and amenit,2,0.5985401459854015
281,4701,"My stay was better than expected. It was unusual that check-in is on the top floor, but it didnt bother me (although the wait for the elevator can be a bit slow). I agree with one reviewer who commented that the hotel was a little confused on their design. The top floor (as pictured on their website) has a very nice contemporary feel a really good first impression. However, when I arrived on the 14th floor where my room was located, it felt like Gumbys grandma was hired to design it. Whoever chose this designer must have owed someone a HUGE favor because I have never seen lime green in that quantity. I would not have mentioned the dcor if I was at some cheap hotel in Vegas but I think it was strangely (and noticeably) out of place here. Despite that, the room met expectation, given the location. For the most part, it was clean and the bed was comfortable. If you look a little closer, you can definitely spot some noticeable wear and tear, but nothing that really bothered me. There were some perks that made the stay more comfortable a loofah scrub for the shower, disposable slippers and complimentary bottled water just to name a few. Outside the room, all the staff I spoke with were all pleasant and helpful. I had dinner (once) and breakfast (twice) at the restaurant XIX and found the food excellent each time. I would definitely eat there again. The location of the hotel is excellent 5-10 minutes walking distance from the Walnut Street entrance: Rittenhouse Square to the left, the Historical District to the right, the Theater District just down Broad street and the Convention Center up the street. I encourage using a taxi instead of renting a car as it looked like parking is a premium (I think I saw a sign at a parking lot that said 3.25 for every 20 minutes). One important thing: If you are a light sleeper and not used to the city sounds I recommend bringing ear plugs. The three days I spent there I could barely sleep a wink because I was constantly woken up by the sounds of sirens below (theres a hospital nearby). On the second night, I was woken up by what I think was street cleaning around 4 or 5 in the morning. It sounded like an alarm clock beeping for what felt like half an hour.I wouldnt mind staying here again if I was on business (i.e. company pays). Its a little pricey for what you get.",1,1.0
282,2660,"I stayed here for a business meeting. The staff was so wonderful, always willing to help and frie",1,0.19958847736625515
283,8394,"we booked this hotel via hotwire, the only thing good about this hotel was the location, it was very close to the disney world area, the quality of the hotel was poor, park",1,0.4
284,5532,"We became timeshare owners 12 years ago, and we travel a lot. This was our first time ever to stay at our home property. The service ",1,0.1996996996996997
285,2661,I only stayed overnight but my room was comfortable and clean. I had called ahead of time to ask f,1,0.1991869918699187
286,7888,"It's a nice hotel, but could use some work. Staff is clearly overworked and they seem short handed. Only 2-elevators and one was not working one day I was t",1,0.2
287,843,I have stayed here many times since 2005 I am never disappointed. The new rooms in the new addition are great. Really big and spacious. Plus the evening meal and the morning breakfast are a wonderful addition. After visiting museums and sh,1,0.3989983305509182
288,6632,"reasonable rate for a harbor view room, free internet, free parking, free breakfast, no resort or some kin",1,0.39849624060150374
